genre,response,file.name,title,author,language,download.count
fiction,FAILURE,12972.txt,"people like that a novel","bosher, kate langley, 1865-1932",en,7
fiction,FAILURE,14425.txt,"mona or, the secret of a royal mirror","sheldon, georgie, mrs., 1843-1926",en,4
fiction,FAILURE,15179.txt,"the inner sisterhood a social study in high colors","sherley, douglass, 1857-1917",en,4
fiction,FAILURE,15382.txt,"jess of the rebel trail","cody, h. a. (hiram alfred), 1872-1948",en,7
fiction,FAILURE,16803.txt,"lydia of the pines","morrow, honor�, 1880-1940",en,7
fiction,FAILURE,20462.txt,"ernest linwood or, the inner life of the author","hentz, caroline lee, 1800-1856",en,7
fiction,FAILURE,22205.txt,"in direst peril","murray, david christie, 1847-1907",en,6
fiction,FAILURE,22206.txt,"an old meerschaum from coals of fire and other stories, volume ii. (of iii.)","murray, david christie, 1847-1907",en,7
fiction,FAILURE,23106.txt,"helen and arthur or, miss thusa's spinning wheel","hentz, caroline lee, 1800-1856",en,7
fiction,FAILURE,9926.txt,"the two guardians or, home in this world","yonge, charlotte m. (charlotte mary), 1823-1901",en,7
fiction,SUCCESS,1097.txt,"mrs. warren's profession","shaw, bernard, 1856-1950",en,999
fiction,SUCCESS,1213.txt,"the man that corrupted hadleyburg","twain, mark, 1835-1910",en,202
fiction,SUCCESS,1354.txt,"chronicles of avonlea","montgomery, l. m. (lucy maud), 1874-1942",en,503
fiction,SUCCESS,142.txt,"the 30,000 dollar bequest and other stories","twain, mark, 1835-1910",en,545
fiction,SUCCESS,144.txt,"the voyage out","woolf, virginia, 1882-1941",en,474
fiction,SUCCESS,1840.txt,"the financier, a novel","dreiser, theodore, 1871-1945",en,256
fiction,SUCCESS,1848.txt,"montezuma's daughter","haggard, h. rider (henry rider), 1856-1925",en,178
fiction,SUCCESS,22480.txt,"the prussian officer","lawrence, d. h. (david herbert), 1885-1930",en,176
fiction,SUCCESS,294.txt,"the captain of the polestar","doyle, arthur conan, sir, 1859-1930",en,265
fiction,SUCCESS,8496.txt,"the quest","baroja, p�o, 1872-1956",en,162
fiction,FAILURE,13178.txt,"broken to the plow a novel","dobie, charles caldwell, 1881-1943",en,7
fiction,FAILURE,14490.txt,"a daughter of to-day","duncan, sara jeannette, 1861-1922",en,3
fiction,FAILURE,14523.txt,"sister carmen","corvus, m.",en,4
fiction,FAILURE,15430.txt,"the lever a novel","orcutt, william dana, 1870-1953",en,7
fiction,FAILURE,16497.txt,"the moon out of reach","pedler, margaret, -1948",en,7
fiction,FAILURE,16574.txt,"the twins a domestic novel","tupper, martin farquhar, 1810-1889",en,4
fiction,FAILURE,18052.txt,"medoline selwyn's work","colter, j. j., mrs.",en,7
fiction,FAILURE,20235.txt,"heart a social novel","tupper, martin farquhar, 1810-1889",en,4
fiction,FAILURE,2685.txt,"the way to peace","deland, margaret wade campbell, 1857-1945",en,7
fiction,FAILURE,9967.txt,"mr. waddington of wyck","sinclair, may, 1863-1946",en,3
fiction,SUCCESS,98.txt,"a tale of two cities","dickens, charles",en,6867
fiction,SUCCESS,11.txt,"alices adventures in wonderland","carroll, lewis",en,13759
fiction,SUCCESS,1342.txt,"pride and prejudice","austen, jane",en,16006
fiction,SUCCESS,236.txt,"the jungle book","kipling, rudyard",en,7241
fiction,SUCCESS,5200.txt,"metamorphisis","kafka, frank, 1883-1924",en,6762
fiction,SUCCESS,84.txt,"frankenstein or the moderm prometheus","shelley, mary, 1797-1851",en,6007
fiction,SUCCESS,2701.txt,"moby dick or the whale","melville, herman, 1819-1891",en,5590
fiction,SUCCESS,1400.txt,"great expectations","dickens, charles, 1812-1870",en,4920
fiction,SUCCESS,153.txt,"jude the obscure","hardy, thomas, 1840-1928",en,435
fiction,SUCCESS,174.txt,"the picture of dorian gray","wilde, oscar, 1854-1900",en,5160
historical.fiction,SUCCESS,11228.txt,"the marrow of tradition","chesnutt, charles w. (charles waddell), 1858-1932",en,147
historical.fiction,SUCCESS,11413.txt,"the refugees a tale of two continents","doyle, arthur conan, sir, 1859-1930",en,129
historical.fiction,SUCCESS,17221.txt,"history of the plague in london","defoe, daniel, 1661?-1731",en,247
historical.fiction,SUCCESS,1880.txt,"pathfinder; or, the inland sea","cooper, james fenimore, 1789-1851",en,185
historical.fiction,SUCCESS,2275.txt,"the pioneers","cooper, james fenimore, 1789-1851",en,262
historical.fiction,SUCCESS,2845.txt,"sir nigel","doyle, arthur conan, sir, 1859-1930",en,228
historical.fiction,SUCCESS,30344.txt,"the fortunate mistress (parts 1 and 2) or a history of the life of mademoiselle de beleau known by the name of the lady roxana","defoe, daniel, 1661?-1731",en,304
historical.fiction,SUCCESS,30723.txt,"fathers and children","turgenev, ivan sergeevich, 1818-1883",en,369
historical.fiction,SUCCESS,7037.txt,"beric the briton : a story of the roman invasion","henty, g. a. (george alfred), 1832-1902",en,188
historical.fiction,SUCCESS,7060.txt,"at agincourt","henty, g. a. (george alfred), 1832-1902",en,116
historical.fiction,FAILURE,10094.txt,"a soldier of virginia a tale of colonel washington and braddock's defeat","stevenson, burton egbert, 1872-1962",en,11
historical.fiction,FAILURE,12558.txt,"snarleyyow, or, the dog fiend","marryat, frederick, 1792-1848",en,15
historical.fiction,FAILURE,12959.txt,"newton forster","marryat, frederick, 1792-1848",en,21
historical.fiction,FAILURE,14656.txt,"the sword maker","barr, robert, 1850-1912",en,23
historical.fiction,FAILURE,18182.txt,"heralds of empire being the story of one ramsay stanhope, lieutenant to pierre radisson in the northern fur trade","laut, agnes c. (agnes christina), 1871-1936",en,16
historical.fiction,FAILURE,20418.txt,"lords of the north","laut, agnes c. (agnes christina), 1871-1936",en,24
historical.fiction,FAILURE,2059.txt,"the little shepherd of kingdom come","fox, john, 1863-1919",en,24
historical.fiction,FAILURE,22304.txt,"nicanor - teller of tales a story of roman britain","taylor, c. bryson, 1880-",en,21
historical.fiction,FAILURE,3339.txt,"the wandering jew � volume 01","sue, eug�ne, 1804-1857",en,19
historical.fiction,FAILURE,3340.txt,"the wandering jew � volume 02","sue, eug�ne, 1804-1857",en,9
historical.fiction,SUCCESS,135.txt,"les mis�rables","hugo, victor, 1802-1885",en,10605
historical.fiction,SUCCESS,17460.txt,"lorna doone a romance of exmoor","blackmore, r. d. (richard doddridge), 1825-1900",en,399
historical.fiction,SUCCESS,19194.txt,"rebel raider","piper, h. beam, 1904-1964",en,140
historical.fiction,SUCCESS,2600.txt,"war and peace","tolstoy, leo, graf, 1828-1910",en,7782
historical.fiction,SUCCESS,2610.txt,"notre-dame de paris","hugo, victor, 1802-1885",en,1231
historical.fiction,SUCCESS,2853.txt,"quo vadis: a narrative of the time of nero","sienkiewicz, henryk, 1846-1916",en,307
historical.fiction,SUCCESS,369.txt,"the outlaw of torn","burroughs, edgar rice, 1875-1950",en,300
historical.fiction,SUCCESS,467.txt,"the princess of cleves","la fayette, madame de (marie-madeleine pioche de la vergne), 1634-1693",en,560
historical.fiction,SUCCESS,8123.txt,"the virginians","thackeray, william makepeace, 1811-1863",en,118
historical.fiction,SUCCESS,840.txt,"lorna doone; a romance of exmoor","blackmore, r. d. (richard doddridge), 1825-1900",en,162
historical.fiction,FAILURE,10455.txt,"a golden book of venice","turnbull, lawrence, mrs., -1927",en,20
historical.fiction,FAILURE,13215.txt,"edwy the fair or the first chronicle of aescendune a tale of the days of saint dunstan","crake, a. d. (augustine david), 1836-1890",en,19
historical.fiction,FAILURE,15228.txt,"lady good-for-nothing a man's portrait of a woman","quiller-couch, arthur thomas, sir, 1863-1944",en,14
historical.fiction,FAILURE,16890.txt,"hetty wesley","quiller-couch, arthur thomas, sir, 1863-1944",en,7
historical.fiction,FAILURE,17012.txt,"the house of walderne a tale of the cloister and the forest in the days of the barons' wars","crake, a. d. (augustine david), 1836-1890",en,6
historical.fiction,FAILURE,19485.txt,"the long night","weyman, stanley john, 1855-1928",en,18
historical.fiction,FAILURE,20911.txt,"the rose of old st. louis","dillon, mary (mary c. johnson)",en,23
historical.fiction,FAILURE,22334.txt,"in kings' byways","weyman, stanley john, 1855-1928",en,11
historical.fiction,FAILURE,23675.txt,"under the rose","isham, frederic stewart, 1866-1922",en,24
historical.fiction,FAILURE,24120.txt,"the hour and the man, an historical romance","martineau, harriet, 1802-1876",en,18
historical.fiction,SUCCESS,15868.txt,"the man without a country and other tales","hale, edward everett, 1822-1909",en,180
historical.fiction,SUCCESS,1606.txt,"kenilworth","scott, walter, sir, 1771-1832",en,195
historical.fiction,SUCCESS,1752.txt,"el dorado, an adventure of the scarlet pimpernel","orczy, baroness emmuska, 1865-1947",en,230
historical.fiction,SUCCESS,1947.txt,"scaramouche","sabatini, rafael, 1875-1950",en,434
historical.fiction,SUCCESS,1965.txt,"captain blood","sabatini, rafael, 1875-1950",en,638
historical.fiction,SUCCESS,2785.txt,"the elusive pimpernel","orczy, baroness emmuska, 1865-1947",en,210
historical.fiction,SUCCESS,2948.txt,"where angels fear to tread","forster, e. m. (edward morgan), 1879-1970",en,280
historical.fiction,SUCCESS,3942.txt,"the confession of a child of the century � complete","musset, alfred de, 1810-1857",en,273
historical.fiction,SUCCESS,4537.txt,"sylvia's lovers � complete","gaskell, elizabeth cleghorn, 1810-1865",en,139
historical.fiction,SUCCESS,471.txt,"the bride of lammermoor","scott, walter, sir, 1771-1832",en,216
historical.fiction,FAILURE,12256.txt,"mistress penwick","payne, dutton",en,4
historical.fiction,FAILURE,12270.txt,"the doomswoman an historical romance of old california","atherton, gertrude franklin horn, 1857-1948",en,11
historical.fiction,FAILURE,13315.txt,"a prince of cornwall a story of glastonbury and the west in the days of ina of wessex","whistler, charles w. (charles watts), 1856-1913",en,13
historical.fiction,FAILURE,13438.txt,"a king's comrade a story of old hereford","whistler, charles w. (charles watts), 1856-1913",en,13
historical.fiction,FAILURE,15470.txt,"inez a tale of the alamo","evans, augusta j. (augusta jane), 1835-1909",en,8
historical.fiction,FAILURE,20219.txt,"the lion's brood","osborne, duffield, 1858-1917",en,14
historical.fiction,FAILURE,22779.txt,"the false chevalier or, the lifeguard of marie antoinette","lighthall, w. d. (william douw), 1857-1954",en,14
historical.fiction,FAILURE,24140.txt,"the northern iron","birmingham, george a., 1865-1950",en,12
historical.fiction,FAILURE,4534.txt,"sylvia's lovers � volume 1","gaskell, elizabeth cleghorn, 1810-1865",en,19
historical.fiction,FAILURE,9869.txt,"the confession of a child of the century","musset, alfred de, 1810-1857",en,17
historical.fiction,SUCCESS,1184.txt,"the count of monte cristo","dumas, alexandre, 1802-1870",en,6562
historical.fiction,SUCCESS,1257.txt,"the three musketeers","dumas, alexandre, 1802-1870",en,2516
historical.fiction,SUCCESS,1692.txt,"1492","johnston, mary, 1870-1936",en,168
historical.fiction,SUCCESS,1837.txt,"the prince and the pauper","twain, mark, 1835-1910",en,2522
historical.fiction,SUCCESS,2145.txt,"ben-hur; a tale of the christ","wallace, lewis, 1827-1905",en,465
historical.fiction,SUCCESS,24680.txt,"the martyr of the catacombs a tale of ancient rome",anonymous,en,117
historical.fiction,SUCCESS,26282.txt,"the witch of salem or credulity run mad","musick, john r. (john roy), 1849-1901",en,128
historical.fiction,SUCCESS,421.txt,"kidnapped","stevenson, robert louis, 1850-1894",en,1221
historical.fiction,SUCCESS,6308.txt,"hypatia � or new foes with an old face","kingsley, charles, 1819-1875",en,119
historical.fiction,SUCCESS,848.txt,"the black arrow","stevenson, robert louis, 1850-1894",en,519
historical.fiction,FAILURE,11534.txt,"the lions of the lord a tale of the old west","wilson, harry leon, 1867-1939",en,17
historical.fiction,FAILURE,12560.txt,"port o' gold a history-romance of the san francisco argonauts","stellman, louis j. (louis john), 1877-1961",en,9
historical.fiction,FAILURE,13404.txt,"tom tufton's travels","everett-green, evelyn, 1856-1932",en,22
historical.fiction,FAILURE,15534.txt,"children of the market place","masters, edgar lee, 1868-1950",en,16
historical.fiction,FAILURE,17183.txt,"atm� a romance","frazer, c. a. (caroline augusta)",en,23
historical.fiction,FAILURE,2029.txt,"lahoma","ellis, j. breckenridge (john breckenridge), 1870-1956",en,5
historical.fiction,FAILURE,2139.txt,"alvira, the heroine of vesuvius","o'reilly, a. j. (augustine j.)",en,12
historical.fiction,FAILURE,22902.txt,"the liberty boys running the blockade or, getting out of new york","moore, harry",en,19
historical.fiction,FAILURE,24417.txt,"the forest king wild hunter of the adaca","keyes, hervey",en,16
historical.fiction,FAILURE,7155.txt,"the prince and the pauper, part 2.","twain, mark, 1835-1910",en,23
historical.fiction,SUCCESS,1261.txt,"betty zane","grey, zane, 1872-1939",en,171
historical.fiction,SUCCESS,1711.txt,"child of storm","haggard, h. rider (henry rider), 1856-1925",en,167
historical.fiction,SUCCESS,1842.txt,"michael strogoff or, the courier of the czar","verne, jules, 1828-1905",en,210
historical.fiction,SUCCESS,20840.txt,"rebel spurs","norton, andre, 1912-2005",en,161
historical.fiction,SUCCESS,24020.txt,"romola","eliot, george, 1819-1880",en,151
historical.fiction,SUCCESS,25344.txt,"the scarlet letter","hawthorne, nathaniel, 1804-1864",en,1902
historical.fiction,SUCCESS,26240.txt,"the clansman an historical romance of the ku klux klan","dixon, thomas, 1864-1946",en,158
historical.fiction,SUCCESS,30486.txt,"shirley","bront�, charlotte, 1816-1855",en,464
historical.fiction,SUCCESS,463.txt,"the red badge of courage","crane, stephen, 1871-1900",en,126
historical.fiction,SUCCESS,917.txt,"barnaby rudge: a tale of the riots of 'eighty","dickens, charles, 1812-1870",en,594
historical.fiction,FAILURE,11379.txt,"round anvil rock a romance","banks, nancy huston",en,8
historical.fiction,FAILURE,11690.txt,"calvert of strathore","goodloe, abbe carter, 1867-",en,7
historical.fiction,FAILURE,12725.txt,"the vale of cedars or, the martyr","aguilar, grace, 1816-1847",en,16
historical.fiction,FAILURE,15808.txt,"the history of richard raynal, solitary","benson, robert hugh, 1871-1914",en,14
historical.fiction,FAILURE,1665.txt,"derrick vaughan, novelist","lyall, edna, 1857-1903",en,10
historical.fiction,FAILURE,17690.txt,"the master of appleby a novel tale concerning itself in part with the great struggle in the two carolinas; but chiefly with the adventures therein of two gentlemen who loved one and the same lady","lynde, francis, 1856-1930",en,16
historical.fiction,FAILURE,21234.txt,"the gold that glitters the mistakes of jenny lavender","holt, emily sarah, 1836-1893",en,8
historical.fiction,FAILURE,21492.txt,"a true hero a story of the days of william penn","kingston, william henry giles, 1814-1880",en,12
historical.fiction,FAILURE,22942.txt,"clare avery a story of the spanish armada","holt, emily sarah, 1836-1893",en,16
historical.fiction,FAILURE,24483.txt,"the justice of the king","drummond, hamilton, 1857-1935",en,10
love.story,SUCCESS,1028.txt,"the professor","bront�, charlotte, 1816-1855",en,350
love.story,SUCCESS,1260.txt,"jane eyre","bront�, charlotte, 1816-1855",en,9375
love.story,SUCCESS,145.txt,"middlemarch","eliot, george, 1819-1880",en,2367
love.story,SUCCESS,157.txt,"daddy-long-legs","webster, jean, 1876-1916",en,759
love.story,SUCCESS,17460.txt,"lorna doone a romance of exmoor","blackmore, r. d. (richard doddridge), 1825-1900",en,399
love.story,SUCCESS,19782.txt,"daddy-long-legs","webster, jean, 1876-1916",en,101
love.story,SUCCESS,2834.txt,"the portrait of a lady � volume 2","james, henry, 1843-1916",en,496
love.story,SUCCESS,29452.txt,"the wings of the dove, volume 1 of 2","james, henry, 1843-1916",en,164
love.story,SUCCESS,507.txt,"adam bede","eliot, george, 1819-1880",en,570
love.story,SUCCESS,840.txt,"lorna doone; a romance of exmoor","blackmore, r. d. (richard doddridge), 1825-1900",en,162
love.story,FAILURE,10452.txt,"peter's mother","de la pasture, henry, mrs., 1866-1945",en,13
love.story,FAILURE,11379.txt,"round anvil rock a romance","banks, nancy huston",en,8
love.story,FAILURE,12971.txt,"the man in lonely land","bosher, kate langley, 1865-1932",en,9
love.story,FAILURE,14153.txt,"westways a village chronicle","mitchell, s. weir (silas weir), 1829-1914",en,7
love.story,FAILURE,15406.txt,"the little red chimney being the love story of a candy man","leonard, mary finley, 1862-",en,14
love.story,FAILURE,17301.txt,"on with torchy","ford, sewell, 1868-1946",en,15
love.story,FAILURE,18902.txt,"flood tide","bassett, sara ware, 1872-1968",en,11
love.story,FAILURE,20661.txt,"the romance of an old fool","field, roswell martin, 1851-1919",en,11
love.story,FAILURE,21099.txt,"more about peggy","vaizey, george de horne, mrs., 1857-1917",en,13
love.story,FAILURE,21120.txt,"the fortunes of the farrells","vaizey, george de horne, mrs., 1857-1917",en,13
love.story,SUCCESS,107.txt,"far from the madding crowd","hardy, thomas, 1840-1928",en,547
love.story,SUCCESS,122.txt,"the return of the native","hardy, thomas, 1840-1928",en,474
love.story,SUCCESS,1476.txt,"chance: a tale in two parts","conrad, joseph, 1857-1924",en,90
love.story,SUCCESS,17498.txt,"when knighthood was in flower or, the love story of charles brandon and mary tudor the king's sister, and happening in the reign of his august majesty king henry the eighth","major, charles, 1856-1913",en,90
love.story,SUCCESS,20533.txt,"jill the reckless","wodehouse, p. g. (pelham grenville), 1881-1975",en,294
love.story,SUCCESS,22002.txt,"a simple story","inchbald, mrs., 1753-1821",en,123
love.story,SUCCESS,23506.txt,"chance: a tale in two parts","conrad, joseph, 1857-1924",en,160
love.story,SUCCESS,23727.txt,"the lost girl","lawrence, d. h. (david herbert), 1885-1930",en,124
love.story,SUCCESS,4075.txt,"the intrusion of jimmy","wodehouse, p. g. (pelham grenville), 1881-1975",en,226
love.story,SUCCESS,4240.txt,"women in love","lawrence, d. h. (david herbert), 1885-1930",en,946
love.story,FAILURE,10608.txt,"the turquoise cup, and, the desert","smith, arthur cosslett, 1852-1926",en,5
love.story,FAILURE,11912.txt,"the brown study","richmond, grace s. (grace smith), 1866-1959",en,16
love.story,FAILURE,13071.txt,"helena","ward, humphry, mrs., 1851-1920",en,9
love.story,FAILURE,14406.txt,"the intriguers","bindloss, harold, 1866-1945",en,8
love.story,FAILURE,16343.txt,"beth woodburn","petitt, maud",en,5
love.story,FAILURE,17690.txt,"the master of appleby a novel tale concerning itself in part with the great struggle in the two carolinas; but chiefly with the adventures therein of two gentlemen who loved one and the same lady","lynde, francis, 1856-1930",en,16
love.story,FAILURE,19411.txt,"the woman's way","garvice, charles, -1920",en,16
love.story,FAILURE,20901.txt,"in apple-blossom time a fairy-tale to date","burnham, clara louise, 1854-1927",en,14
love.story,FAILURE,21625.txt,"play the game!","mitchell, ruth comfort, 1882-1954",en,14
love.story,FAILURE,24910.txt,"the last woman","beeckman, ross",en,14
love.story,SUCCESS,11640.txt,"love and mr. lewisham","wells, h. g. (herbert george), 1866-1946",en,207
love.story,SUCCESS,1245.txt,"night and day","woolf, virginia, 1882-1941",en,731
love.story,SUCCESS,1250.txt,"anthem","rand, ayn, 1905-1982",en,2432
love.story,SUCCESS,1845.txt,"zuleika dobson, or, an oxford love story","beerbohm, max, sir, 1872-1956",en,156
love.story,SUCCESS,2070.txt,"to the last man","grey, zane, 1872-1939",en,203
love.story,SUCCESS,3155.txt,"she","haggard, h. rider (henry rider), 1856-1925",en,800
love.story,SUCCESS,467.txt,"the princess of cleves","la fayette, madame de (marie-madeleine pioche de la vergne), 1634-1693",en,560
love.story,SUCCESS,4684.txt,"the u. p. trail","grey, zane, 1872-1939",en,112
love.story,SUCCESS,583.txt,"the woman in white","collins, wilkie, 1824-1889",en,1606
love.story,SUCCESS,805.txt,"this side of paradise","fitzgerald, f. scott (francis scott), 1896-1940",en,1572
love.story,FAILURE,10932.txt,"over the pass","palmer, frederick, 1873-1958",en,8
love.story,FAILURE,12557.txt,"the penalty","morris, gouverneur, 1876-1953",en,10
love.story,FAILURE,13282.txt,"the island of faith","sangster, margaret e. (margaret elizabeth), 1894-1981",en,3
love.story,FAILURE,14708.txt,"the laurel bush an old-fashioned love story","craik, dinah maria mulock, 1826-1887",en,15
love.story,FAILURE,16497.txt,"the moon out of reach","pedler, margaret, -1948",en,7
love.story,FAILURE,17891.txt,"evelina's garden","freeman, mary eleanor wilkins, 1852-1930",en,16
love.story,FAILURE,21095.txt,"she and i, volume 1 a love story. a life history.","hutcheson, john c. (john conroy)",en,7
love.story,FAILURE,21096.txt,"she and i, volume 2 a love story. a life history.","hutcheson, john c. (john conroy)",en,7
love.story,FAILURE,21834.txt,"the black colonel","milne, james, 1865-1951",en,12
love.story,FAILURE,26135.txt,"love at paddington","ridge, w. pett (william pett), -1930",en,13
love.story,SUCCESS,121.txt,"northanger abbey","austen, jane, 1775-1817",en,1989
love.story,SUCCESS,12280.txt,"the grandissimes","cable, george washington, 1844-1925",en,88
love.story,SUCCESS,16389.txt,"the enchanted april","von arnim, elizabeth, 1866-1941",en,136
love.story,SUCCESS,18883.txt,"the four feathers","mason, a. e. w. (alfred edward woodley), 1865-1948",en,161
love.story,SUCCESS,21094.txt,"the girl in the golden atom","cummings, ray, 1887-1957",en,257
love.story,SUCCESS,23810.txt,"at fault","chopin, kate, 1850-1904",en,157
love.story,SUCCESS,35247.txt,"that affair at elizabeth","stevenson, burton egbert, 1872-1962",en,106
love.story,SUCCESS,6784.txt,"love and intrigue","schiller, friedrich, 1759-1805",en,217
love.story,SUCCESS,883.txt,"our mutual friend","dickens, charles, 1812-1870",en,2046
love.story,SUCCESS,963.txt,"little dorrit","dickens, charles, 1812-1870",en,995
love.story,FAILURE,11106.txt,"the girl at cobhurst","stockton, frank richard, 1834-1902",en,14
love.story,FAILURE,12639.txt,"spanish doubloons","kenyon, camilla",en,14
love.story,FAILURE,13396.txt,"sweetapple cove","van schaick, george, 1861-1924",en,8
love.story,FAILURE,14854.txt,"martha by-the-day","lippmann, julie mathilde, 1864-1952",en,4
love.story,FAILURE,16699.txt,"glen of the high north","cody, h. a. (hiram alfred), 1872-1948",en,7
love.story,FAILURE,18057.txt,"flower of the dusk","reed, myrtle, 1874-1911",en,16
love.story,FAILURE,19798.txt,"the farringdons","fowler, ellen thorneycroft, 1860-1929",en,16
love.story,FAILURE,19861.txt,"the lady paramount","harland, henry, 1861-1905",en,7
love.story,FAILURE,22076.txt,"the second chance","mcclung, nellie l., 1873-1951",en,9
love.story,FAILURE,504.txt,"the fifth string","sousa, john philip, 1854-1932",en,10
love.story,SUCCESS,1399.txt,"anna karenina","tolstoy, leo, graf, 1828-1910",en,4538
love.story,SUCCESS,166.txt,"summer","wharton, edith, 1862-1937",en,136
love.story,SUCCESS,19500.txt,"can you forgive her?","trollope, anthony, 1815-1882",en,263
love.story,SUCCESS,21415.txt,"the young visiters or, mr. salteena's plan","ashford, daisy, 1881-1972",en,738
love.story,SUCCESS,24000.txt,"miss mackenzie","trollope, anthony, 1815-1882",en,131
love.story,SUCCESS,3957.txt,"l'abbe constantin � complete","hal�vy, ludovic, 1834-1908",en,96
love.story,SUCCESS,471.txt,"the bride of lammermoor","scott, walter, sir, 1771-1832",en,216
love.story,SUCCESS,541.txt,"the age of innocence","wharton, edith, 1862-1937",en,1161
love.story,SUCCESS,768.txt,"wuthering heights","bront�, emily, 1818-1848",en,5023
love.story,SUCCESS,966.txt,"maid marian","peacock, thomas love, 1785-1866",en,100
love.story,FAILURE,11166.txt,"for gold or soul? the story of a great department store","sheldon, lurana",en,14
love.story,FAILURE,12876.txt,"a young girl's wooing","roe, edward payson, 1838-1888",en,16
love.story,FAILURE,13679.txt,"andrew the glad","daviess, maria thompson, 1872-1924",en,13
love.story,FAILURE,15243.txt,"over paradise ridge a romance","daviess, maria thompson, 1872-1924",en,12
love.story,FAILURE,16777.txt,"the heart of the desert kut-le of the desert","morrow, honor�, 1880-1940",en,14
love.story,FAILURE,18426.txt,"sunny slopes","hueston, ethel, 1887-",en,12
love.story,FAILURE,20563.txt,"terry a tale of the hill people","thomson, charles goff",en,9
love.story,FAILURE,23695.txt,"the little gray lady 1909","smith, francis hopkinson, 1838-1915",en,7
love.story,FAILURE,24771.txt,"tutors' lane","lewis, w. s. (wilmarth sheldon), 1895-1979",en,11
love.story,FAILURE,787.txt,"the man between, an international romance","barr, amelia edith huddleston, 1831-1919",en,15
poetry,SUCCESS,12843.txt,"poems household edition","emerson, ralph waldo, 1803-1882",en,146
poetry,SUCCESS,1322.txt,"leaves of grass","whitman, walt, 1819-1892",en,11765
poetry,SUCCESS,15963.txt,"may-day and other pieces","emerson, ralph waldo, 1803-1882",en,75
poetry,SUCCESS,22531.txt,"amores poems","lawrence, d. h. (david herbert), 1885-1930",en,120
poetry,SUCCESS,23394.txt,"look! we have come through!","lawrence, d. h. (david herbert), 1885-1930",en,73
poetry,SUCCESS,2665.txt,"the professor at the breakfast-table","holmes, oliver wendell, 1809-1894",en,99
poetry,SUCCESS,2666.txt,"the poet at the breakfast-table","holmes, oliver wendell, 1809-1894",en,112
poetry,SUCCESS,27494.txt,"the patriotic poems of walt whitman","whitman, walt, 1819-1892",en,224
poetry,SUCCESS,5720.txt,"a shropshire lad","housman, a. e. (alfred edward), 1859-1936",en,398
poetry,SUCCESS,791.txt,"the princess","tennyson, alfred tennyson, baron, 1809-1892",en,110
poetry,FAILURE,10457.txt,"the lonely dancer and other poems","le gallienne, richard, 1866-1947",en,9
poetry,FAILURE,11215.txt,"poems (1828)","gent, thomas, 1780-",en,6
poetry,FAILURE,11983.txt,"poetic sketches a collection of miscellaneous poetry","gent, thomas, 1780-",en,7
poetry,FAILURE,15078.txt,"idle hour stories","potts, eugenia dunlap",en,7
poetry,FAILURE,16535.txt,"myth and romance being a book of verses","cawein, madison julius, 1865-1914",en,9
poetry,FAILURE,17619.txt,"a jongleur strayed verses on love and other matters sacred and profane","le gallienne, richard, 1866-1947",en,6
poetry,FAILURE,19443.txt,"our profession and other poems","barhite, jared",en,9
